user;waktu;ulasan;sentimen
Dsamuel;3 tahun lalu;"Bagus tempatnya tp terlalu banyak ditagih tiket masuk, meski cm 1 org 5rb tp kl tiap kali diminta sama aja
Dan wahana nya cm bisa yg goa pote dan skrng airnya kering ga kyk dlu warna biru …";Positif
Noufal Gaming16;5 tahun lalu;Baru masuk udah ditarik parkir 20 ribu, tp gk parkir kami berempat terus saja naik, sampai diatas ditarik lagi 20 ribu katanya buat parkir, tp temen saya sudah mberitau kalau udah bayar dan menyodorkan tiketnya yg sudah dibayar waktu masuk, tp orang tersebut tetep minta dibayar. Masak setiap berhenti disuruh bayar ???????? …;Netral
Dewi Rahmawati W.P.;setahun lalu;Dekat dari suramadu, sangat direkomendasikan untuk datang di pagi hari atau sore hari (karena panas), disayangkan akses jalan menuju tempat wisata yang sebagian bergelombang.;Netral
Andri Siregar;4 tahun lalu;Tebing tebing batu kapur yang sangat keren. Sepertinya lokasi ini bekas pengambilan batu kapur untuk digunakan sebagai batu bata. Kalau kesini sebaiknya bawa masker dan kacamata, sebab cuacanya panas dan bayak debu. Dan hati-hati kalau naik keatas tebingnya karena tidak ada pagar pembatas.;Positif
Noor Juliadi;5 bulan lalu;Sayang tempatnya ndak terawat dengan baik;Netral
Tommy W;3 tahun lalu;Bukit Jaddih ini merupakan bentukan akibat penambangan kapur putih selama bertahun-tahun hingga membentuk keelokan tebing raksasa dengan bentuk eksotis dan artistik. …;Netral
Edy Suhartono;5 tahun lalu;Bukit kapur yg menjadi lokasi tambang di salah satu sudut kota Bangkalan ini telah menjadi salah satu obyek wisata dadakan. Dulu banyak spot spot bagus yg bisa dijadikan back ground foto,saat ini spot spot foto tersebut akhirnya banyak yg hilang akibat efek pertambangan batu kapur.;Positif
yulita anggrainy;5 tahun lalu;"Tempatnya asyik buat yg suka foto"" ato selfie. Pemandangan bagus. Harga tiket masuknya tidak memberatkan alias murah.  Hehehe.. Cm agak panas, jd jgn lupa bawa payung ato topi ya.?????? …";Positif
Ddaun Trans Bromotours;5 tahun lalu;Penambangan batu kapur yang masih aktif dan landscape yang indah;Positif
Ikhsan Rosyid;5 tahun lalu;panorama alam yang instagramable,cocok kalau datang pas pagi atau sore saat cerah,kalau hujan becek.masuk dari jalan raya lumayan sekitar 2-3km, portal karcil ada 3/4 kali;Netral
mulyadi wonorejo3/73;5 tahun lalu;kl siang panas tempatnya;Netral
Hamid Wijaya;4 tahun lalu;Berpetualang di alam raya bukanlah perjalanan biasa bagi manusia, bila dianoligikan ke dalam perjalanan hidup seseorang, sebuah petualangan akan memberikan pesan nyata, baik itu tentang perjuangan, pengorbanan atau tentang hakikat manusia …;Netral
Ari Wibowo;4 tahun lalu;"pertama kesini kesan pertama : Keren!!
bagi yang suka berfoto ria / swafoto, karena memang instagrammable …";Positif
Riha Rahma Mufida;4 tahun lalu;Salah satu tempat wisata bukit kapur yang penggaliannya masih aktif di kabupaten Bangkalan khususnya di daerah Jaddih. Tempat wisata ini masih terus berbenah dalam pembangunannya. Terdapat kolam renang untuk anak-anak dan area danau dengan beberapa perahu kayu untuk sekedar mengelilinginya.;Netral
Novita Amalia;5 tahun lalu;Tidak seperti di instagram, air yang seharusnya beewarna hijau tosca jd berwarna hijau lumut, jalan menuju masuknya bergelombang, info dr sekitar hati2 yang membawa motor kalau sore bny begal;Netral
Supy Supy;5 tahun lalu;Pemandangan lumayan bagus;Positif
Via Andri;5 tahun lalu;Panas tp anginnya silir2;Netral
Fahri H;3 tahun lalu;Wisata yg cukup bagus dari bukit kapur;Positif
okems selow;4 tahun lalu;Bekas tambang.. entah masih ada penambangan atau tidak tp msh terdapat 3 alat berat di sana.. siapin masker aja.. berdebu sangat.. klo musim panas yaa mnding paket topi n tangan panjang klo mao poto-poto.. airnya di sana juga rasanya kurang,, mending beli air botol kalo jajan di warung jangan beli es.. udah itu aja..;Netral
iin Ratnasari;2 tahun lalu;"Kalo pertama kali kesini jika menggunakan maps harus benar"" Teliti,,, karena kurang akurat. Tempatnya masuk ke perkampungan gitu, akses jalan dari pintu masuk madura ke lokasi masih bagus, hanya waktu masuk ke buktinya saja yang rusak karena tanah kapur...";Positif
Endah Nora Susanti;4 tahun lalu;"Hemh..  Sebenarnya utk foto bagus..  Hanya saja banyak ""tagihan"". Uang parkir 20.000 Uang Masuk 20.000 nti pindah spot..  Dimintain lagi.. Jadi nggak jelas mana yang benar dan mana yang tidak";Positif
Ali Nugroho;5 tahun lalu;Tempat buatan tangan manusia hasil sisa dari tambang batu putih yang suatu saat akan habis di keruk.;Netral
Kiki Amul Fatah;5 tahun lalu;Tempat Liburan yg lumayan apik di Madura. Dekat dg Surabaya;Netral
Mayang;4 tahun lalu;danaunya warna coklat :(;Netral
Abdurrohman Faris;4 tahun lalu;"Good bagus apik mantap....
Tpi sayang pas ke sana danau nya hbis air nya, ntah sp yg minum... Msuk cmn bayar parkir... …";Positif
Indra Dewa;4 tahun lalu;saran saya jangan bawa motor sendiri kesini, kalo ada mobil mending bawa mobil. aksesnya rawan begal. udah banyak kejadian. tapi spot nya emang bagus dan cocok buat foto foto. bawa payung sama jaket, panassss coy, bisa belang lama lama disana;Positif
solikin adel;2 tahun lalu;"Terbengkalai dan di kelola warga sekitar
1.byr 10 RB iuran warga
2. Byr masuk area 20 …";Netral
Wazirotus Sakinah;5 tahun lalu;Seperti menemukan hidden treasure. Datang di waktu sunset, padahal banyak yang bilang tutup jam 5 sore, tapi karena udah hampir nyampe kami lanjut aja, ternyata masih buka kok dan pemandangan sunset disana juga keren;Positif
Marcell Randy;5 tahun lalu;spot foto2nya banyak sih, tiket masuknya jg ga mahal2 banget, cuma panasnya itu yg ga nahan wkwk. recomen kesini waktu hari biasa aja, jangan waktu hari libur apalagi long weekend karna bakalan tambah panas wkwk;Negatif
HARMIAH Amir;4 tahun lalu;Wisata yg menyenangkan, batu kapur yg di sulap oleh tangan2 trampil?????? …;Netral
Darmono Darmono;4 tahun lalu;Tempat buat selfi bagus;Positif
Agus Ridwan Zani;4 tahun lalu;Untuk tempat panorama dan akses cukup bagus, hanya sayang kurang terkelola dgn baik, alat fasilitas keamanan dan keselamatan utk pengunjung masih kurang. Semoga ke depan akan lebih baik, dikelola dgn profesional yg juga mengutamakan keselamatan pengunjung. Trimksh.;Positif
elly erawati;5 tahun lalu;Wisata baru di pulau madura, tepatnya di Kabupaten Bangkalan... Merupakan tempat penambangan batu kapur yang terlihat eksotis, terdapat cekungan yang terisi air sehingga membentuk danau berwarna hijau... Tempat wisata yang murmer, hanya …;Netral
halimah Hasan;4 tahun lalu;Tempat bagus. Tapi panaaasss;Positif
Rizal Tosya OK;5 tahun lalu;Tempat destinasi pariwisata yang belum dkelola secata profesional;Netral
Eko Marsudi Santosa;4 tahun lalu;Tempatnya bagus bgt;Positif
EkoWawan Channel;5 tahun lalu;wisata alam yang masih alami. pemandangan gunung kapur yang eksotik akan memanjakan mata anda. naik lagi ke puncak maka akan telihat hamparan bukit teletubbis. hijauuu... serasa menyentuh awan;Netral
Sintya Megaloka;4 tahun lalu;Enak, nyaman, cuman hati2 aja klo ada yg narik htm lg setelah di lewat pos pembayaran pertama. Kemaren aku kena pungli, buat htm doang habis 50rb;Negatif
Alifah Farhana;5 tahun lalu;Tempatnya bagus banget, rasanya gak kayak di madura. Ini bukitnya kapur jadi warna putih gitu, danaunya hijauu bagus ada sampannya juga sekedar buat naik dan foto aja soalnya danaunya kecil. Ada goa, pemandian airpanas juga ada. Enak dateng pas hari efektif pas ga holiday, jadi sepi dan bisa lebih menikmati pemandangannya;Positif
marta sandhi aji;5 tahun lalu;+) di sini Anda akan menjumpai bekas tambang batu kapur yg dijadikan sebagai tempat wisata berupa goa, kolam, dll. bagus untuk sekedar nyari tempat wisata alam yg beda dr yg lain untuk mengisi hari libur Anda …;Positif
antyka;5 tahun lalu;Bagus..... Dan menyenangkan;Positif
Sri Yayu Ninglasari;4 tahun lalu;Very recommended place to be visited. Tempatnya sangat bagus untuk foto-foto hanya saja cuacanya sangat panas dan terik sehingga sangat disarankan untuk membawa kacamata hitam. Tempat parkirnya pun sangat luas. Terdapat penjual minuman juga untuk menghilangkan dahaga saat panas terik. Setiap spot di Jaddih Hill ini sangat indah.;Positif
Kholilulloh Nurkhasanah Wulandari;5 tahun lalu;Area tambang batu kapur yang masih aktif dan masih banyak truk-truk yang lalu lalang sehingga pengunjung harus ekstra hati-hati saat mengendarai kendaraan terutama saat naik ke bagian atas bukit. Disarankan membawa masker dan topi karena banyak debu kapur berterbangan;Netral
Cak BUR;2 tahun lalu;"sangat tidak recomended, punglinya terlalu banyak, tempat banyak sampah tidak terawat
mohon maaf harus jujur, kasian yg jauh2 datang malah kecewa";Negatif
Ario Nugroho;5 tahun lalu;Cantik ni bukit jadi walaupun belum jadi;Positif
Pangsit mama opal;5 tahun lalu;Pemandangan bukit kapur yang Indah sekali.. Buat tempat foto-foto juga Bagus.. Pemandangan yang terasa alami.. Jarak tempuh dari Surabaya juga tidak jauh.. Kalo lagi berlibur disana harap bawa payung atau apalah soalnya panas... Semoga …;Positif
James Sugiyanto;4 tahun lalu;Tempatnya lumayan panas, tapi bisa cepat teratasi jika mampir di kolam renang yg ada di area Bukit Jadih..murah tiketnya...pemandangan lumayan bagus, perlu penataan lagi...hati2 truk pengangkut batu kapur, waktu kesana..masih ada yg …;Positif
juni irwanto;4 tahun lalu;Medannya off-road dikit tp alhamdulilah Grandmax bisa diajak kompromi , tempatnya panas sekali maklum bukit kapur , seperti di tanah suci????kalau mau ke tanah suci alangkah baiknya coba disini dulu siapa tahu bisa dilanjutkan ke Mekah …;Netral
P. Rahayu;5 tahun lalu;Tempatnya sebetulnya bagus, tapi sayang banyak pungutan, dri awal masuk karcis (dihitung perorang) kalau mau poto di spot yg bagus bayar lagi;Positif
Endra Wahyu Tri Wibowo;5 tahun lalu;"Tidak disarankan apabila googlemap mengambil titik ini, pindahkan titik point ke LAKE BLUE HILL JADDIH atau PEMANDIAN KOLAM RENANG GUA PUTE.
Di titik ini akses jalan sangat sulit dilalui mobil dan banyak orang (memaksa seperti preman) menarik biaya 5rb-30rb dibeberapa titik jalan.. -_-";Positif
Fa Bian279;4 tahun lalu;Bukit Jaddih Madura lengkapnya lebih banyak dikenal dengan Bukit Kapur Jaddih, namun sebagian besar orang lebih suka menyebutnya Bukit Jaddih saja. Bukit ini sebenarnya adalah sebuah penambangan batu kapur putih, dan bukan sebagai tujuan …;Netral
Nauris Rofaudin;5 tahun lalu;tempat ini sudah dan dalam banyak perbaikan, gak pas kalo kesini siang2 karena panas, tp kalo beruntung kaya saya banyak sepoi2 angin bagus tempate sebener e cuma pengelolaan yang kurang yes;Positif
Roro Susanti;4 tahun lalu;Wow.....keren....saya sukaaa...banyak tempat yang bisa di jadikan spot foto. Serasa berada di italia. Keren, nature, dan terjangkau. Mungkin mohon lebih menimbnag aspek keamanan ya, karena berdampingan dengan area tambnag gamping. Sebelum …;Positif
Andi Sariyanti;5 tahun lalu;Bagus..  Tapi panasnya poll;Positif
Nand Joenz;5 tahun lalu;"Semua tmpt parkir bayarnya maksimal..
Kirain di awal byr jaddih hill sbsr 20rb sdh tmasuk smua daerah skitar.. krn tulisannya goa pote jg.. eh tyta cm parkir dan numpang liat dr atas.. byr jg...
Busetttt";Netral
Miftah Kafabi;4 tahun lalu;Wisatanya keren, spotnya bagus ?? tapi penjaganya kurang... Tour guidenya gak ada.. Aksesnya masih blm lancar karena terhalang jalan dan gantian sama truk pengangkut kapurnya ... Tapi salut sama viewnya …;Positif
Jin Tomang Uni;3 tahun lalu;sungguh ini tempat bagus sekali untuk berfoto, tapi sarana dan prasarana perlu diperbaiki dan ditambah, contohnya plang jalan masuk masih seadanya, kemudian jalan masuknya tidak meyakinkan.;Positif
rey dhaa;5 tahun lalu;"Tempat wisata yang kekinian
Lokasi :
1. Tempatnya masuk ke perdesaan ( penduduk sekitar ramah dan menunjukkan arah …";Netral
luqman rizkyanto;3 tahun lalu;Sebenarnya bagus tp untuk kendaraan besar dan mobil katanya ada yg menarget(preman) yg ada d kawasan sekitar srbaikknya patkir di dalam.. untuk lokasi sepi dan jarang ada pengunjung.. dilengkapi fasilotas toilet kmar mandi prahu namun …;Positif
Zhela Aspriela (Zh/A);5 tahun lalu;Disini panas. Banget. Kurang bisa disarankan soalnya masih banyak premannya mintain uang masuk. Ada kalau habis 50000 disini cuma untuk masuk di tempat pertama, kemudian bayar parkir, jalan ke mana dikit bayar lagi bayar lagi. Kurang …;Netral
Pudiono Pudiono;3 tahun lalu;Saya sudah 2X berkunjung ke tempat ini sangat bagus yang dulu sudah lama danao ada air dikit cukup bagus yang baru danau kering tidak ada air nya tapi ya masih cukup bagus teman sebetul nya di negeri kita ini gak kalah lo dengan luar negeri …;Positif
Hery _el;4 tahun lalu;Spot yg luar biasa,hanya tidak ada fasilitas yg memadai dan factor safetynya kurang.kemudian loket karcisnya ngak jelas....semacam pemalakan;Netral
Nurhayati Djuhri;5 tahun lalu;Menyenangkan... lokasi danau bagus untuk spot foto, kolam renang ekonomis untuk anak2, saya pribadi menyarankan untuk yg berniat ke lokasi tersebut dengan kendaraan sepeda motor agar memilih rute aman via kota bangkalan - Jl. Soekarno Hatta …;Positif
mucho karmuko;3 tahun lalu;untuk tempatnya sendiri sangat menarik, jarang tempat wisata yang menyuguhkan pemandangan dan experience seperti jaddih hill di madura ini, saya suka sekali dengan lorong lorong bekas penambangan bata putih, langit langit nya sungguh artistik, wajib bawa sunblock kalo musim kemarau.;Netral
Devi;3 tahun lalu;Hanya bukit kapur saja yg dpt dinikmati, telaganya saat saya berkunjung sdg surut krn musim kemarau, cuma yg paling mengganggu adalah terlalu byk pungli dimana2, setiap mau menuju suatu area selalu ada saja org yg meminta uang, per org …;Negatif
Elis safitri;4 tahun lalu;halo, review buat kunjungan bukit jaddih, sebenarnya asik sih kalau buat liburan atau sekedar refreshing ya, namun pengelolaan di bukit jaddih ini masih harus ditingkatkan lagi, karena bayar tiket masuknya tiap titik ?????? …;Netral
Vera Cahya;4 tahun lalu;Keren lumayan panas hehee;Positif
Agung Tri Budiarto;4 tahun lalu;Dikolam gak ada airnya, masih dalam pengembangan yg masih jauh dari kata selesai, bagi pengendara motor hati2 karena jalan tidak rata jadi mudah tergelincir.;Netral
Chikita Zulaicha;5 tahun lalu;Mending mikir lagi deh kalo mau kesini, beneran banyak punglinya, baru masuk bis udah dimintain duit pas salah belok aja udah dimintain lagi, giliran sampe di depan danaunya dimintain lagi sampe ditungguin padahal posisi kita rombongan yang …;Negatif
Ponco Aw;5 tahun lalu;Masih perlu dikembangkan lagi;Netral
Haryadi Adde;4 tahun lalu;Jalannya masih Rusak,. Maklum masih ada proses penambangan;Netral
Ary Tirta;5 tahun lalu;Panas... Tapi keren viewnya;Positif
Khaerani Mukhtar;4 tahun lalu;Sbtlnya ini tempat pegunungan kapur yg sdh terkikis. Tp lumayan juga jadi objek untuk foto2.. jgn dtg siang. Lbh baik pagi. Krn madura daerah yg panas. Syg sekali jika tmpt ini tdk dimanfaatkan smua spotnya;Netral
Muhammad Fahrul Rozi;3 tahun lalu;Tempatnya bagus banget pemandangannya, tapi ada salah satu orang yg menekan banget untuk membayar perorangan yang biayanya 1 orang 5 ribu;Positif
hendrik kopet;5 tahun lalu;Rekomended banget buat foto prewed;Netral
Triadi JJ;5 tahun lalu;Bekas galian batu putih yg disulap menjadi tempat wisata..indah....Kalau kesana jangan lupa bawa payung krn panasnya minta ampun. Kpd pengelola, akan lbh baik jika parkirnya di koordinir dg lbh baik lg shg tdk terlalu banyak biaya parkir......;Positif
Bagus Fadhilah;4 tahun lalu;tempatnya bagus dan instagrammable, cocok untuk study tour maupun rekreasi bersama keluarga dan teman-teman, masuknya gratis, tersedia banyak spot parkir mobil motor maupun bus, menurut saya lebih baik dan enak jika ke bukit jaddih jam 3-4an sore dikarenakan sudah tidak terlalu panas.;Positif
Caesar Zulfahmi;3 tahun lalu;ramai walaupun panas cuacanya tempat luas dan nyaman untuk rekreasi bersama keluarga, ada orang jualan juga dan ramai di akhir pekan kebanyakan yang datang dari luar jawa timur;Netral
felice rose;5 tahun lalu;tempatnya bagus untuk foto tapi sayangnya disana terlalu banyak bayar beda spot pun bayar lagi dan minimnya petunjuk jalan. lebih baik kalau liburan kesana jam 09.00 sampai jam 15.00 aja?? …;Positif
drh Hari Moerti;5 tahun lalu;Kenapa ya kebanyakan tempat wisata di Indonesia tdk dikelola dg baik, salah satunya ya bukit Jaddih ini, bukannya seneng ketempat ini tp yg ada malah kecewa sekaligus geregetan, terutama mslh tarif masuk...bukan masalah besarnya tarif tp …;Netral
Andri Kurniawan;4 tahun lalu;kesini pertama kali bareng sama calon istri, dan konon masih rawan begal pada saat itu, tapi entah kenapa pas kesana pakai motor plat jawa tengah malah diajak ngobrol sama (mungkin calon) begal.. ngobrol lokasi pelarian begal madura di kota saya tinggal, dan mereka malah senyum senyum saja.. aman sampai pulang lagi ke surabaya;Netral
ZAKA NAHDLI;5 tahun lalu;Teruntuk teman teman yg baru pertama kali datang ke bukit jaddih, banyak keluhan kekecewaan karna hanya itu itu saja pemandangannya, di bagian paling atas ada hamparan semacam sabana hijau cukup luas dan indah yg bisa melihat kota bangkalan keseluruhannya, bisa tanya penduduk setempat bagi yg masih bingung;Positif
Abdul Komar;setahun lalu;parkir mahal, tiket masuk anak batita di itung juga, akses jalan sempit sering papasan sama dam truk;Negatif
Haryo Dwito Armono;3 tahun lalu;Tempat yang pas untuk berselfie ria.. mungkin perlu pengelolaan yang lebih profesional. Penataan parkir, kamar mandi serta tempat makan jajan. Akses masuk juga masih perlu dibenahi.;Netral
Baskoro Aji;4 tahun lalu;Wisata yang cukup potensial di Madura dan dekat Surabaya, akan tetapi belum dikelola secara baik, jadi mohon bisa dikelola melalui pemerintah atau swadaya masyarakat agar bisa lebih baik lagi dan tidak ada pungli.;Negatif
