user;waktu;sentimen;lokasi;ulasan
wahyu prasetya;4 tahun lalu;Positif;Bukit Jaddhih;masyallah allahu akbar bagus sekali sedikit panas tidak apa ada tempat penyewaan payung kok, jangan lupa ya pakai baju yg tipis aja karena cuaca d situ lumayan panas
Nency Pelisay;3 tahun lalu;Negatif;Bukit Jaddhih;Pas sampai destinasi yg dituju danau birunya lagi kering jd cuma foto2 di antara batuan kapur deh.. Byk pungli, blm di kelola dgn baik.Sepanjang masuk madura kanan kiri byk bgt makam.hihii plus kurang cocok sm cuaca panasnya madura?? …
DIRGA PRAYA;4 tahun lalu;Positif;Bukit Jaddhih;"Sebetulnya ini tempat pertambangan AKTIF. jadi cukup berbahaya bisa runtuh sewaktu"". Belum ada fasilitas dasar untuk tempat wisata seperti toilet, dll. …"
mas Wid;4 tahun lalu;Negatif;Bukit Jaddhih;masuk lokasi bayar 3 x ?? …
Yoga Pramono;4 tahun lalu;Positif;Bukit Jaddhih;"Pemandangan nya bagus sekali.  Namun waspada akan ada permintaan untuk bayar tiket ""sukarela"". Berikan secukupnya saja.  Karena untuk kedua kalinya akan ada tiket resmi. Tidak mahal dan sangat layak untuk pemandangan yang akan didapatkan."
Ardhy Brahmana;2 tahun lalu;Negatif;Bukit Jaddhih;Tgl 29/11/2020 saya kesini, cuma lokasi galian kapur. Masuk pertama bayar seikhlas nya, dikasih 5 ribu cemberut mukanya. Masuk kedua bayar 20 ribu. Di dalam parkir mobil 10 ribu. Gk ada yg jual makanan, kl haus laper kudu siap bawa dr rumah. Gk ada musholah sama toilet pun gk ada.
yolanda gunawan;3 tahun lalu;Positif;Bukit Jaddhih;bagus buat foto2. kesana waktu weekend, wah rame banget, parkirnya aja juga susah. tapi okelah terbayar sm pemandangannya
yunaansori;3 tahun lalu;Positif;Bukit Jaddhih;Tempatnya bagus, cocok buat liburan keluarga. Hanya saja disarankan memakai pakaian yang tidak terlalu tebal karena cuaca disana sangat panas. Harga tiket masuk terjangkau dan dikenakan perkepala.
Muhammad Dhika;4 tahun lalu;Negatif;Bukit Jaddhih;"Tempat yang cukup panas kalau berkunjung di siang hari, tetapi banyak juga tersedia kedai jajanan dan minuman. Banyak spot foto yang anti mainstream dan pemandangan yang sangat menarik apabila di sore hari
Sangat menarik bagi orang yang suka foto landscape"
Endroharto yoedono;3 tahun lalu;Positif;Bukit Jaddhih;Saya beri bintang 2 karena sepertinya tempat wisata pemandangan alam gunung Kapur ini tidak lagi ada pengelolaan dari pemerintah daerah setempat, berkesan tak terjaga, terawat dan liar,serta danau yg dl indah utk wisata air, sekarang kering …
Yuvico Setiawan;5 tahun lalu;Positif;Bukit Jaddhih;Bagus banget kalo dibuat prewed nih ?? …
Rendra Stanfordi;2 tahun lalu;Positif;Bukit Jaddhih;view cukup bagus namun perlu ditambahkan atap peneduh agar pengunjung tidak kepanasan di siang hari, juga perlu dibangun pagar2 dan tangga demi keselamatan bersama
sophie aunul;4 tahun lalu;Positif;Bukit Jaddhih;Buat kamu yang suka eksis di medsos tempat ini bisa dijadikan background foto yang keren. Karena ini bukit kapur, sebaiknya kamu pakai sunblock spf tinggi, pakai masker, bawa payung at least pakai topi. anyway.. siap-siap receh karena ada beberapa titik dimana kamu harus bayar 'retribusi' lokal.
Ken;5 tahun lalu;Negatif;Bukit Jaddhih;Hati - hati kalo kesana, banyak begal nya. Kalo bisa kesana rame - rame dan banyak cowoknya. …
RACHMAD AGUNG PRASTYAWAN;3 tahun lalu;Negatif;Bukit Jaddhih;Bukit jaddih ini tidak layak menjadi destinasi wisata jika aksi pungli dari premanisme disekitar masih merajalela dan SANGAT PARAH. bagi yg mau ke wisata jaddih ini mending pikir ulang kalo mau kesana daripada setor uang yg gak ada gunanya.
Sendy Setiawan;5 tahun lalu;Negatif;Bukit Jaddhih;Biasa aja sih.. panas banget. Gk ada apa2 nya
Bayu Fomandika;setahun lalu;Positif;Bukit Jaddhih;Sementara masih belum terdapat fasilitas untuk obyek wisata seperti toilet.. Tapi buktinya bagus dan keren
Dsamuel;3 tahun lalu;Positif;Bukit Jaddhih;"Bagus tempatnya tp terlalu banyak ditagih tiket masuk, meski cm 1 org 5rb tp kl tiap kali diminta sama aja
Dan wahana nya cm bisa yg goa pote dan skrng airnya kering ga kyk dlu warna biru …"
Noufal Gaming16;5 tahun lalu;Negatif;Bukit Jaddhih;Baru masuk udah ditarik parkir 20 ribu, tp gk parkir kami berempat terus saja naik, sampai diatas ditarik lagi 20 ribu katanya buat parkir, tp temen saya sudah mberitau kalau udah bayar dan menyodorkan tiketnya yg sudah dibayar waktu masuk, tp orang tersebut tetep minta dibayar. Masak setiap berhenti disuruh bayar ???????? …
Dewi Rahmawati W.P.;setahun lalu;Positif;Bukit Jaddhih;Dekat dari suramadu, sangat direkomendasikan untuk datang di pagi hari atau sore hari (karena panas), disayangkan akses jalan menuju tempat wisata yang sebagian bergelombang.
Andri Siregar;4 tahun lalu;Positif;Bukit Jaddhih;Tebing tebing batu kapur yang sangat keren. Sepertinya lokasi ini bekas pengambilan batu kapur untuk digunakan sebagai batu bata. Kalau kesini sebaiknya bawa masker dan kacamata, sebab cuacanya panas dan bayak debu. Dan hati-hati kalau naik keatas tebingnya karena tidak ada pagar pembatas.
Noor Juliadi;5 bulan lalu;Positif;Bukit Jaddhih;Sayang tempatnya ndak terawat dengan baik
Tommy W;3 tahun lalu;Positif;Bukit Jaddhih;Bukit Jaddih ini merupakan bentukan akibat penambangan kapur putih selama bertahun-tahun hingga membentuk keelokan tebing raksasa dengan bentuk eksotis dan artistik. …
Edy Suhartono;5 tahun lalu;Positif;Bukit Jaddhih;Bukit kapur yg menjadi lokasi tambang di salah satu sudut kota Bangkalan ini telah menjadi salah satu obyek wisata dadakan. Dulu banyak spot spot bagus yg bisa dijadikan back ground foto,saat ini spot spot foto tersebut akhirnya banyak yg hilang akibat efek pertambangan batu kapur.
yulita anggrainy;5 tahun lalu;Positif;Bukit Jaddhih;"Tempatnya asyik buat yg suka foto"" ato selfie. Pemandangan bagus. Harga tiket masuknya tidak memberatkan alias murah.  Hehehe.. Cm agak panas, jd jgn lupa bawa payung ato topi ya.?????? …"
Ddaun Trans Bromotours;5 tahun lalu;Positif;Bukit Jaddhih;Penambangan batu kapur yang masih aktif dan landscape yang indah
Ikhsan Rosyid;5 tahun lalu;Positif;Bukit Jaddhih;panorama alam yang instagramable,cocok kalau datang pas pagi atau sore saat cerah,kalau hujan becek.masuk dari jalan raya lumayan sekitar 2-3km, portal karcil ada 3/4 kali
mulyadi wonorejo3/73;5 tahun lalu;Positif;Bukit Jaddhih;kl siang panas tempatnya
Hamid Wijaya;4 tahun lalu;Positif;Bukit Jaddhih;Berpetualang di alam raya bukanlah perjalanan biasa bagi manusia, bila dianoligikan ke dalam perjalanan hidup seseorang, sebuah petualangan akan memberikan pesan nyata, baik itu tentang perjuangan, pengorbanan atau tentang hakikat manusia …
Ari Wibowo;4 tahun lalu;Positif;Bukit Jaddhih;"pertama kesini kesan pertama : Keren!!
bagi yang suka berfoto ria / swafoto, karena memang instagrammable …"
Riha Rahma Mufida;4 tahun lalu;Positif;Bukit Jaddhih;Salah satu tempat wisata bukit kapur yang penggaliannya masih aktif di kabupaten Bangkalan khususnya di daerah Jaddih. Tempat wisata ini masih terus berbenah dalam pembangunannya. Terdapat kolam renang untuk anak-anak dan area danau dengan beberapa perahu kayu untuk sekedar mengelilinginya.
Novita Amalia;5 tahun lalu;Negatif;Bukit Jaddhih;Tidak seperti di instagram, air yang seharusnya beewarna hijau tosca jd berwarna hijau lumut, jalan menuju masuknya bergelombang, info dr sekitar hati2 yang membawa motor kalau sore bny begal
Supy Supy;5 tahun lalu;Positif;Bukit Jaddhih;Pemandangan lumayan bagus
Via Andri;5 tahun lalu;Positif;Bukit Jaddhih;Panas tp anginnya silir2
Fahri H;3 tahun lalu;Positif;Bukit Jaddhih;Wisata yg cukup bagus dari bukit kapur
okems selow;4 tahun lalu;Negatif;Bukit Jaddhih;Bekas tambang.. entah masih ada penambangan atau tidak tp msh terdapat 3 alat berat di sana.. siapin masker aja.. berdebu sangat.. klo musim panas yaa mnding paket topi n tangan panjang klo mao poto-poto.. airnya di sana juga rasanya kurang,, mending beli air botol kalo jajan di warung jangan beli es.. udah itu aja..
iin Ratnasari;2 tahun lalu;Positif;Bukit Jaddhih;"Kalo pertama kali kesini jika menggunakan maps harus benar"" Teliti,,, karena kurang akurat. Tempatnya masuk ke perkampungan gitu, akses jalan dari pintu masuk madura ke lokasi masih bagus, hanya waktu masuk ke buktinya saja yang rusak karena tanah kapur..."
Endah Nora Susanti;4 tahun lalu;Positif;Bukit Jaddhih;"Hemh..  Sebenarnya utk foto bagus..  Hanya saja banyak ""tagihan"". Uang parkir 20.000 Uang Masuk 20.000 nti pindah spot..  Dimintain lagi.. Jadi nggak jelas mana yang benar dan mana yang tidak"
Ali Nugroho;5 tahun lalu;Positif;Bukit Jaddhih;Tempat buatan tangan manusia hasil sisa dari tambang batu putih yang suatu saat akan habis di keruk.
Kiki Amul Fatah;5 tahun lalu;Positif;Bukit Jaddhih;Tempat Liburan yg lumayan apik di Madura. Dekat dg Surabaya
Mayang;4 tahun lalu;Negatif;Bukit Jaddhih;danaunya warna coklat :(
Abdurrohman Faris;4 tahun lalu;Positif;Bukit Jaddhih;"Good bagus apik mantap....
Tpi sayang pas ke sana danau nya hbis air nya, ntah sp yg minum... Msuk cmn bayar parkir... …"
Indra Dewa;4 tahun lalu;Positif;Bukit Jaddhih;saran saya jangan bawa motor sendiri kesini, kalo ada mobil mending bawa mobil. aksesnya rawan begal. udah banyak kejadian. tapi spot nya emang bagus dan cocok buat foto foto. bawa payung sama jaket, panassss coy, bisa belang lama lama disana
solikin adel;2 tahun lalu;Negatif;Bukit Jaddhih;"Terbengkalai dan di kelola warga sekitar
1.byr 10 RB iuran warga
2. Byr masuk area 20 …"
Wazirotus Sakinah;5 tahun lalu;Positif;Bukit Jaddhih;Seperti menemukan hidden treasure. Datang di waktu sunset, padahal banyak yang bilang tutup jam 5 sore, tapi karena udah hampir nyampe kami lanjut aja, ternyata masih buka kok dan pemandangan sunset disana juga keren
Marcell Randy;5 tahun lalu;Negatif;Bukit Jaddhih;spot foto2nya banyak sih, tiket masuknya jg ga mahal2 banget, cuma panasnya itu yg ga nahan wkwk. recomen kesini waktu hari biasa aja, jangan waktu hari libur apalagi long weekend karna bakalan tambah panas wkwk
HARMIAH Amir;4 tahun lalu;Positif;Bukit Jaddhih;Wisata yg menyenangkan, batu kapur yg di sulap oleh tangan2 trampil?????? …
Darmono Darmono;4 tahun lalu;Positif;Bukit Jaddhih;Tempat buat selfi bagus
Agus Ridwan Zani;4 tahun lalu;Positif;Bukit Jaddhih;Untuk tempat panorama dan akses cukup bagus, hanya sayang kurang terkelola dgn baik, alat fasilitas keamanan dan keselamatan utk pengunjung masih kurang. Semoga ke depan akan lebih baik, dikelola dgn profesional yg juga mengutamakan keselamatan pengunjung. Trimksh.
elly erawati;5 tahun lalu;Positif;Bukit Jaddhih;Wisata baru di pulau madura, tepatnya di Kabupaten Bangkalan... Merupakan tempat penambangan batu kapur yang terlihat eksotis, terdapat cekungan yang terisi air sehingga membentuk danau berwarna hijau... Tempat wisata yang murmer, hanya …
halimah Hasan;4 tahun lalu;Positif;Bukit Jaddhih;Tempat bagus. Tapi panaaasss
Rizal Tosya OK;5 tahun lalu;Positif;Bukit Jaddhih;Tempat destinasi pariwisata yang belum dkelola secata profesional
Eko Marsudi Santosa;4 tahun lalu;Positif;Bukit Jaddhih;Tempatnya bagus bgt
EkoWawan Channel;5 tahun lalu;Positif;Bukit Jaddhih;wisata alam yang masih alami. pemandangan gunung kapur yang eksotik akan memanjakan mata anda. naik lagi ke puncak maka akan telihat hamparan bukit teletubbis. hijauuu... serasa menyentuh awan
Sintya Megaloka;4 tahun lalu;Negatif;Bukit Jaddhih;Enak, nyaman, cuman hati2 aja klo ada yg narik htm lg setelah di lewat pos pembayaran pertama. Kemaren aku kena pungli, buat htm doang habis 50rb
Alifah Farhana;5 tahun lalu;Positif;Bukit Jaddhih;Tempatnya bagus banget, rasanya gak kayak di madura. Ini bukitnya kapur jadi warna putih gitu, danaunya hijauu bagus ada sampannya juga sekedar buat naik dan foto aja soalnya danaunya kecil. Ada goa, pemandian airpanas juga ada. Enak dateng pas hari efektif pas ga holiday, jadi sepi dan bisa lebih menikmati pemandangannya
marta sandhi aji;5 tahun lalu;Positif;Bukit Jaddhih;+) di sini Anda akan menjumpai bekas tambang batu kapur yg dijadikan sebagai tempat wisata berupa goa, kolam, dll. bagus untuk sekedar nyari tempat wisata alam yg beda dr yg lain untuk mengisi hari libur Anda …
antyka;5 tahun lalu;Positif;Bukit Jaddhih;Bagus..... Dan menyenangkan
Sri Yayu Ninglasari;4 tahun lalu;Positif;Bukit Jaddhih;Very recommended place to be visited. Tempatnya sangat bagus untuk foto-foto hanya saja cuacanya sangat panas dan terik sehingga sangat disarankan untuk membawa kacamata hitam. Tempat parkirnya pun sangat luas. Terdapat penjual minuman juga untuk menghilangkan dahaga saat panas terik. Setiap spot di Jaddih Hill ini sangat indah.
Kholilulloh Nurkhasanah Wulandari;5 tahun lalu;Negatif;Bukit Jaddhih;Area tambang batu kapur yang masih aktif dan masih banyak truk-truk yang lalu lalang sehingga pengunjung harus ekstra hati-hati saat mengendarai kendaraan terutama saat naik ke bagian atas bukit. Disarankan membawa masker dan topi karena banyak debu kapur berterbangan
Cak BUR;2 tahun lalu;Negatif;Bukit Jaddhih;"sangat tidak recomended, punglinya terlalu banyak, tempat banyak sampah tidak terawat
mohon maaf harus jujur, kasian yg jauh2 datang malah kecewa"
Ario Nugroho;5 tahun lalu;Positif;Bukit Jaddhih;Cantik ni bukit jadi walaupun belum jadi
Pangsit mama opal;5 tahun lalu;Positif;Bukit Jaddhih;Pemandangan bukit kapur yang Indah sekali.. Buat tempat foto-foto juga Bagus.. Pemandangan yang terasa alami.. Jarak tempuh dari Surabaya juga tidak jauh.. Kalo lagi berlibur disana harap bawa payung atau apalah soalnya panas... Semoga …
James Sugiyanto;4 tahun lalu;Positif;Bukit Jaddhih;Tempatnya lumayan panas, tapi bisa cepat teratasi jika mampir di kolam renang yg ada di area Bukit Jadih..murah tiketnya...pemandangan lumayan bagus, perlu penataan lagi...hati2 truk pengangkut batu kapur, waktu kesana..masih ada yg …
juni irwanto;4 tahun lalu;Positif;Bukit Jaddhih;Medannya off-road dikit tp alhamdulilah Grandmax bisa diajak kompromi , tempatnya panas sekali maklum bukit kapur , seperti di tanah suci????kalau mau ke tanah suci alangkah baiknya coba disini dulu siapa tahu bisa dilanjutkan ke Mekah …
P. Rahayu;5 tahun lalu;Positif;Bukit Jaddhih;Tempatnya sebetulnya bagus, tapi sayang banyak pungutan, dri awal masuk karcis (dihitung perorang) kalau mau poto di spot yg bagus bayar lagi
Endra Wahyu Tri Wibowo;5 tahun lalu;Positif;Bukit Jaddhih;"Tidak disarankan apabila googlemap mengambil titik ini, pindahkan titik point ke LAKE BLUE HILL JADDIH atau PEMANDIAN KOLAM RENANG GUA PUTE.
Di titik ini akses jalan sangat sulit dilalui mobil dan banyak orang (memaksa seperti preman) menarik biaya 5rb-30rb dibeberapa titik jalan.. -_-"
Fa Bian279;4 tahun lalu;Positif;Bukit Jaddhih;Bukit Jaddih Madura lengkapnya lebih banyak dikenal dengan Bukit Kapur Jaddih, namun sebagian besar orang lebih suka menyebutnya Bukit Jaddih saja. Bukit ini sebenarnya adalah sebuah penambangan batu kapur putih, dan bukan sebagai tujuan …
Nauris Rofaudin;5 tahun lalu;Positif;Bukit Jaddhih;tempat ini sudah dan dalam banyak perbaikan, gak pas kalo kesini siang2 karena panas, tp kalo beruntung kaya saya banyak sepoi2 angin bagus tempate sebener e cuma pengelolaan yang kurang yes
Roro Susanti;4 tahun lalu;Positif;Bukit Jaddhih;Wow.....keren....saya sukaaa...banyak tempat yang bisa di jadikan spot foto. Serasa berada di italia. Keren, nature, dan terjangkau. Mungkin mohon lebih menimbnag aspek keamanan ya, karena berdampingan dengan area tambnag gamping. Sebelum …
Andi Sariyanti;5 tahun lalu;Positif;Bukit Jaddhih;Bagus..  Tapi panasnya poll
Nand Joenz;5 tahun lalu;Positif;Bukit Jaddhih;"Semua tmpt parkir bayarnya maksimal..
Kirain di awal byr jaddih hill sbsr 20rb sdh tmasuk smua daerah skitar.. krn tulisannya goa pote jg.. eh tyta cm parkir dan numpang liat dr atas.. byr jg...
Busetttt"
Miftah Kafabi;4 tahun lalu;Positif;Bukit Jaddhih;Wisatanya keren, spotnya bagus ?? tapi penjaganya kurang... Tour guidenya gak ada.. Aksesnya masih blm lancar karena terhalang jalan dan gantian sama truk pengangkut kapurnya ... Tapi salut sama viewnya …
Jin Tomang Uni;3 tahun lalu;Positif;Bukit Jaddhih;sungguh ini tempat bagus sekali untuk berfoto, tapi sarana dan prasarana perlu diperbaiki dan ditambah, contohnya plang jalan masuk masih seadanya, kemudian jalan masuknya tidak meyakinkan.
rey dhaa;5 tahun lalu;Positif;Bukit Jaddhih;"Tempat wisata yang kekinian
Lokasi :
1. Tempatnya masuk ke perdesaan ( penduduk sekitar ramah dan menunjukkan arah …"
luqman rizkyanto;3 tahun lalu;Positif;Bukit Jaddhih;Sebenarnya bagus tp untuk kendaraan besar dan mobil katanya ada yg menarget(preman) yg ada d kawasan sekitar srbaikknya patkir di dalam.. untuk lokasi sepi dan jarang ada pengunjung.. dilengkapi fasilotas toilet kmar mandi prahu namun …
Zhela Aspriela (Zh/A);5 tahun lalu;Negatif;Bukit Jaddhih;Disini panas. Banget. Kurang bisa disarankan soalnya masih banyak premannya mintain uang masuk. Ada kalau habis 50000 disini cuma untuk masuk di tempat pertama, kemudian bayar parkir, jalan ke mana dikit bayar lagi bayar lagi. Kurang …
Pudiono Pudiono;3 tahun lalu;Positif;Bukit Jaddhih;Saya sudah 2X berkunjung ke tempat ini sangat bagus yang dulu sudah lama danao ada air dikit cukup bagus yang baru danau kering tidak ada air nya tapi ya masih cukup bagus teman sebetul nya di negeri kita ini gak kalah lo dengan luar negeri …
Hery _el;4 tahun lalu;Positif;Bukit Jaddhih;Spot yg luar biasa,hanya tidak ada fasilitas yg memadai dan factor safetynya kurang.kemudian loket karcisnya ngak jelas....semacam pemalakan
Nurhayati Djuhri;5 tahun lalu;Positif;Bukit Jaddhih;Menyenangkan... lokasi danau bagus untuk spot foto, kolam renang ekonomis untuk anak2, saya pribadi menyarankan untuk yg berniat ke lokasi tersebut dengan kendaraan sepeda motor agar memilih rute aman via kota bangkalan - Jl. Soekarno Hatta …
mucho karmuko;3 tahun lalu;Positif;Bukit Jaddhih;untuk tempatnya sendiri sangat menarik, jarang tempat wisata yang menyuguhkan pemandangan dan experience seperti jaddih hill di madura ini, saya suka sekali dengan lorong lorong bekas penambangan bata putih, langit langit nya sungguh artistik, wajib bawa sunblock kalo musim kemarau.
Devi;3 tahun lalu;Negatif;Bukit Jaddhih;Hanya bukit kapur saja yg dpt dinikmati, telaganya saat saya berkunjung sdg surut krn musim kemarau, cuma yg paling mengganggu adalah terlalu byk pungli dimana2, setiap mau menuju suatu area selalu ada saja org yg meminta uang, per org …
Elis safitri;4 tahun lalu;Negatif;Bukit Jaddhih;halo, review buat kunjungan bukit jaddih, sebenarnya asik sih kalau buat liburan atau sekedar refreshing ya, namun pengelolaan di bukit jaddih ini masih harus ditingkatkan lagi, karena bayar tiket masuknya tiap titik ?????? …
Vera Cahya;4 tahun lalu;Positif;Bukit Jaddhih;Keren lumayan panas hehee
Agung Tri Budiarto;4 tahun lalu;Negatif;Bukit Jaddhih;Dikolam gak ada airnya, masih dalam pengembangan yg masih jauh dari kata selesai, bagi pengendara motor hati2 karena jalan tidak rata jadi mudah tergelincir.
