lokasi;sentimen;komentar
Pantai Lombang;Positif;Sangat menyenangkan
Pantai Lombang;Netral;Anginnya kurang wkwk
Pantai Lombang;Netral;Pantai sembilan mantep
Pantai Lombang;Positif;Bagus dan lumayan bersih
Pantai Lombang;Netral;Cocok buat ngilangin stress
Pantai Lombang;Positif;Semakin bagus.
Pantai Lombang;Netral;Hiasan cemaranya membuat pantai ini is the best
Pantai Lombang;Netral;"Reuni SMP Wachid Hasyim 6  Surabaya.
Tahun 1987.
Silahturrohmi tetep terjalin  sampai akhir hayat
31 Maret 2019"
Pantai Lombang;Netral;Sangat cocok untuk keluarga...
Pantai Lombang;Netral;Ini
Pantai Lombang;Positif;Indah sekali
Pantai Lombang;Positif;Sangat bagus
Pantai Lombang;Netral;Banyak pohon cemaranya
Pantai Lombang;Netral;Pesona pantai
Pantai Lombang;Positif;Pantai yang keren
Pantai Lombang;Positif;Bagus tapi kurang promosi
Pantai Lombang;Netral;Gak ada permainannya
Pantai Lombang;Positif;Indah bgt love
Pantai Lombang;Netral;Mantap bener
Pantai Lombang;Netral;Tempat refreshing
Pantai Lombang;Positif;Kurang Bagus
Pantai Lombang;Positif;Tempatnya enak dan sejuk
Pantai Lombang;Netral;Mantap
Pantai Lombang;Netral;Supeer mantap
Pantai Lombang;Positif;Keren sangat
Pantai Lombang;Positif;Pantainya cantik...
Pantai Lombang;Positif;Lingkungan yang masih asri
Pantai Lombang;Positif;Bersih
Pantai Lombang;Netral;sangat romantis
Pantai Lombang;Positif;Pantai yang indah
Pantai Lombang;Netral;Mantul
Pantai Lombang;Positif;Sejuk
Pantai Lombang;Netral;Mantap
Pantai Lombang;Netral;ga nyampek keburu malam
Pantai Lombang;Positif;Sejuk
Pantai Lombang;Netral;Recomended
Pantai Lombang;Positif;Bagus dan mempesona
Pantai Lombang;Positif;Indah bro
Pantai Lombang;Positif;Keren....
Pantai Lombang;Netral;Timur Madura
Pantai Lombang;Positif;Cukup indah
Pantai Lombang;Positif;indah
Pantai Lombang;Netral;Lumayan
Pantai Lombang;Positif;Keren
Pantai Lombang;Positif;Bagus
Pantai Lombang;Positif;Bagus
Pantai Lombang;Positif;Bagus
Pantai Lombang;Netral;Mantap
Pantai Lombang;Netral;Apik
Pantai Lombang;Netral;Lumayan
Pantai Lombang;Netral;Seru
Pantai Lombang;Netral;Lumayan
Pantai Lombang;Netral;Mantap
Pantai Lombang;Netral;Oke
Pantai Lombang;Positif;bagus
Pantai Lombang;Positif;Pasir putih lembut dengan pepohonan yang indah
Pantai Lombang;Netral;Liburan Terbaik yang Dapat Dimiliki Siapa Pun
Pantai Lombang;Positif;pantai yang sangat indah dengan rimbunnya pohon pinus.
Pantai Lombang;Positif;Salah satu pantai yang indah di Sumenep, jadi harus ke sana guyss ??
Pantai Lombang;Netral;Pantai Lombang merupakan salah satu pantai yang terletak di kabupaten Sumenep, Madura. Pantai ini tepatnya terletak di sebelah timur Sumenep, sekitar 25km dari kota Sumenep tepatnya di Kecamatan Batang-Batang. …
Pantai Lombang;Positif;Tempat yang bagus untuk bersenang-senang bersama keluarga kami, bersiap untuk ?? berkuda …
Pantai Lombang;Positif;Ini luar biasa
Pantai Lombang;Positif;Pantai bagus, terkadang bersih, minuman kelapa murah, tapi sangat ramai saat liburan tiba
Pantai Lombang;Positif;tempatnya enak, suasananya nyaman dan cocok untuk piknik keluarga
Pantai Lombang;Positif;Pantai yang bagus, tidak ada penjaga pantai, butuh akomodasi yang lebih baik.
Pantai Lombang;Positif;Pantai yang bagus ?? dengan sedikit kesenangan …
Pantai Lombang;Netral;mantaaaaap betuuuuuul
Pantai Lombang;Netral;Apakah tempat terbaik
Pantai Lombang;Positif;"Pantai yang bagus
Suasana yang bagus
Cuaca baik …"
Pantai Lombang;Positif;Tempatnya sangat menakjubkan....
Pantai Lombang;Positif;Pantainya keren
Pantai Lombang;Positif;Sangat keren
Pantai Lombang;Positif;Sangat keren
Pantai Lombang;Positif;Tempat yang indah
Pantai Lombang;Positif;Bagus
Pantai Lombang;Netral;Pasir halus dan pantai landai panjang
Pantai Lombang;Netral;Kebun Area, Lombang, Batang Batang, Kabupaten Sumenep, Jawa Timur 69473
Pantai Lombang;Positif;Luar biasa....
Pantai Lombang;Netral;Bukan untuk berkerumun..
Pantai Lombang;Positif;Bersih, memuaskan
Pantai Lombang;Netral;Semoga beruntung
Pantai Lombang;Netral;Mntai
Pantai Lombang;Netral;jika
Pantai Lombang;Netral;Tidak perlu dipertanyakan lagi
Pantai Lombang;Netral;Indaaaahh
Pantai Lombang;Netral;Kerrend
Pantai Lombang;Positif;Bagus
Pantai Lombang;Positif;Bagus
Pantai Lombang;Positif;Bagus
Pantai Lombang;Positif;Bagus
Pantai Lombang;Positif;Direkomendasikan
Pantai Lombang;Netral;Keluarga
Pantai Lombang;Positif;"Datang di hari senin pagi jam 7, alhamdulillah suasana masih sepi.
Biaya masuk per orang 5 ribu dan parkir mobil 10 ribu.
Pantainya cukup luas dan panjang, pasir putihnya juga bersih. …"
Pantai Lombang;Positif;Istimewa
Pantai Lombang;Positif;Cocok buat liburan keluarga, murah meriah...suasana yang tenang dan indah...ada pohon Cemara membuat sejuk dimata
Pantai Lombang;Positif;Pantainya indah, namun ada beberapa catatan yang semoga bisa membuat management pantai ini menjadi lebih baik: …
Pantai Lombang;Netral;Lombang merupakan salah satu tourist attraction yang terkenal di sumenep. Standar pantai pada umumnya, ada beberapa gazebo atau tempat duduk untuk pengunjung. Lumayan banyak pilihan makanan juga. Ada juga penjual baju utk anak shg tidak …
Pantai Lombang;Positif;Kesini pas masih pagi banget... warung warung belom pada buka... menyenangkan sekali karna pantai nya masih sepi berasa private beach...
Pantai Lombang;Positif;pantainya bersih dengan ombak cenderung tenang. disarankan untuk datang saat low season untuk menghindari kepadatan pengunjung. di sini banyak pohon cemara dan bisa sewa kuda juga untuk jalan jalan di pinggir pantai. ada kedai-kedai penjual …
Pantai Lombang;Positif;tempat yang nyaman untuk melepas lelah ,dan liburan bersama keluarga.
Pantai Lombang;Positif;Airnya bersih bgt... Tp sayang di pasirnya masih ad beberapa sampah
Pantai Lombang;Positif;Suka banget dgn panorama pantainya fasiltas lengkap...nyaman exotis
Pantai Lombang;Positif;"Jam 5 masih sepiii..... Liat sunrise Subhanallah.... Luar biasa kereeennn... Pantainya luas, cocok buat anak2.
Mohon untuk pengunjung JANGAN BUANG SAMPAH SEMBARANG!!!! Mari kita jaga pantai ini agar selalu bersih dan rapi. ??? …"
Pantai Lombang;Netral;pantainya enak untuk dikunjungi
Pantai Lombang;Netral;Pantai yang banyak cemara udangnya. Kita bisa bermain air dan naik kuda di sana.
Pantai Lombang;Netral;Keren. Tapi, sayang masih banyak sampah di bibir pantai. Semoga ditangai lebih baik
Pantai Lombang;Positif;Salah satu pantai keren di sumenep madura, pantai lombang identik dengan ribuan hamparan cemara udang dipinggir pantai sekaligus sebagai tempat pengunjung berteduh dan tak kalah indahnya dengan pasir putihnya yang sangat halus juga dengan pantai sangat rekomended untuk mandi karena ombak dan gelombang yang cukup tenang.
Pantai Lombang;Positif;"Pantai Cemara udang yang indah dan nyaman.
Menyusuri pantai dengan naik Kuda dan air degan hijau penghapus dahaga."
Pantai Lombang;Positif;Tempatnya bagus banget?????? …
Pantai Lombang;Netral;Pemandangan pantai yang mempesona dengan hiasan pohon Cemara di sepanjang bibir pantainya
Pantai Lombang;Netral;Mantap Suananya
Pantai Lombang;Positif;Bersih, suasana juga tenang. Biasanya suka ada event
Pantai Lombang;Netral;banyak orang main bola kalau sore d pantai ini
Pantai Lombang;Netral;Pantai dengan pohon cemara udangnya ?? …
Pantai Lombang;Positif;Tetap cantik walaupun cuacanya kurang mendukung :)
Pantai Lombang;Positif;Suasana tenang, murah, pasirnya bagus buat relaksasi, di bibir pantai hanya ada pohon cemara udang indaah sekali, mobil, bus mini, bus besar masuk parkir sampai ke pantai, tiket 5rb hari biasa, kalau liburan naik 10rb sd 15rb
Pantai Lombang;Positif;Tempat yang aman dan nyaman untuk digunakan kemah satu pleton, airnya yang jernih, serta warga yang ramah
Pantai Lombang;Positif;Pantai yang sangat indah..  Pasir putih membentang panjang di pagar pohonw cemara..  Dan pantai yg alami,,  top..  Pantainya bersih...  Pokok nya cantik banget
Pantai Lombang;Positif;"Pantainya luas dan panjaaang
Dan nyaman landai ombak pun tdk tinggi bisa banget berenang buat bocah jg nyaman krn landai makanan relatif murah
Cuma toilet yg kudu di upgrade"
Pantai Lombang;Netral;Wlo pasirnya gk putih tpi coklat, tpi lembut, dn gk kwartir jk jatuh, pantainya panjang terhampar dg ombak yg gk tetrllu besar dg pemandangan Cemara udang yg eksotis
Pantai Lombang;Positif;Tempatnya sangat bagus apalagi sore hari
Pantai Lombang;Netral;Saran saya, tempat spot foto2 bisa ditingkatkan lagii, dan fasilitas lain nya jugaa
Pantai Lombang;Netral;Pantai yang enak buat kita berlibur bersama keluarga..hamparan pasirnya luas banget
Pantai Lombang;Positif;Pantainya bagus, gugusannya landai fasilitas juga sdh memadai minesnya hanya pengelolaannya yg blm maksimal.
Pantai Lombang;Netral;Saya dekat di sana tambak udang Pt.DSN
Pantai Lombang;Netral;Pantai lombang sangat menarik dan patut untuk di kunjungi
Pantai Lombang;Netral;Pantai Lombang begitu teduh dengan pohon cemara. Dijamin pasti betah berlama-lama di pantai ini.
Pantai Lombang;Positif;Pantainya sanggat indah ... anginya... bikin sejuk banyak pohon cemaranyaa  .
Pantai Lombang;Positif;Indah namanya elok tempatnya masih ada harapan untuk menginjakkan bersama keluarga kecil ku kelak?? …
Pantai Lombang;Positif;"Tempatnya bagus masih bersih juga pasirnya putih ada juga penyewaan kuda.
Untuk tiket masuk ke pantai 5.000"
Pantai Lombang;Positif;Tempat yang sangat bagus dan indah di pandang
Pantai Lombang;Netral;pantai supermantap, di tingkatkan lagi untuk wash and clean
Pantai Lombang;Positif;Kebersihannya sekarang mulai menurun, kurang terawat juga.
Pantai Lombang;Positif;Pantai lombang merupakan pantai yang sangat indah dan memiliki bibir pantai yang panjang serta suasana alam yang enak.
Pantai Lombang;Positif;Tidak seberapa nyaman untuk menikmati udara, sepi penjual. Tapi tetap indah
Pantai Lombang;Netral;pantainya itu asik dan refreshing ke tubuh tapi tolong di bersiin itu pinggir pantainya OK
Pantai Lombang;Netral;Sudah 2x kepantai ini tapi ditutup tanpa pemberian informasi publik, saya jauh-jauh dari pamekasan. tolong buatkan website resmi supaya kita bisa mengetahui info-info terbarunya
Pantai Lombang;Netral;pulangnya magrip gelap sekali kurang penerangan mohon diperhatikan
Pantai Lombang;Netral;Pantai yg panjang,pasir lembut, cemara udang bikin teduh,ombak kecil
Pantai Lombang;Netral;Karna pasirnya putih n terjaga keaslian pantainya
Pantai Lombang;Netral;???????????????? ?????????? ????????????, ?????????????????? ?????????? ???????????? …
Pantai Lombang;Netral;Pasir putih seperti dikuta bali hanya sayang kurang fasilitas. Bgs lombanng drpd kuta bali
Pantai Lombang;Netral;SUPER MANTAP
Pantai Lombang;Positif;Pantai yg bersih dan bagus
Pantai Lombang;Positif;Fasilitasnya sudah mulai banyak dan bagus
Pantai Lombang;Positif;Tempat dengan potensi alam luar biasa, tapi itu sekitar  satu tahun yg lalu. 24 november 2019 kesini lagi, sudah mulai terganggu dengan bau limbah tambak buatan untuk udang. Air bekas tambak di buang ke lokasi wisata. Pemda SUMENEP ABAI DENGAN KONDISI INI. aset wisata terbesarnya DIRUSAK sendiri...PAYAH
Pantai Lombang;Positif;Bagus banget pemandangannya
Pantai Lombang;Positif;tempat ini unik dan indah. penghilang kepenatan kota
Pantai Lombang;Netral;Banyak Peningkatan.. Hanya aroma tidak sedap dari kencing Kuda yg mengganggu ke asyikan
Pantai Lombang;Positif;Cukup bagus pantainya
Pantai Lombang;Netral;Syukaa bgt?? …
Pantai Lombang;Positif;Bagus buat rekreasi
Pantai Lombang;Positif;Pantai yang selalu indah dan menjadi ikon wisata ujung timur pulau Madura
Pantai Lombang;Positif;Pasir putihnya bagus dan masyarakat skitar ramah
Pantai Lombang;Positif;Tempat wisatanya bagus untuk daerah kabupaten Sumenep....
Pantai Lombang;Netral;Tempatnya kotor kurang bersih
Pantai Lombang;Positif;Pntai yg sangat indah di p.madura
Pantai Lombang;Positif;Tempatnya bagus, pemandangannya cantik banget
Pantai Lombang;Positif;Tempat yg indah
Pantai Lombang;Positif;Indah pantainya
Pantai Lombang;Positif;Bagus, lumayan foto matahari terbit
Pantai Lombang;Netral;Tempatku mengenang mantan
Pantai Lombang;Netral;Kapan kita bisa kesana lagi
Pantai Lombang;Netral;Pantai dgn pohon cemara
Pantai Lombang;Netral;Fasilitasnya tambah baik dari sebelumnya,,
Pantai Lombang;Netral;Mntap sekali...
Pantai Lombang;Positif;Sejuk
Pantai Lombang;Netral;Banyak pohon cemaranya, rindang
Pantai Lombang;Netral;Kira2 mini bus bisa masuk g
Pantai Lombang;Netral;Karna termakuk sala satu pantai faforit
Pantai Lombang;Netral;Masih ditutup bro
Pantai Lombang;Netral;"Pengen kesana lagi kapan"""
Pantai Lombang;Positif;Bagus juga pasirnya lembut
Pantai Lombang;Positif;Indah
Pantai Lombang;Netral;Top deh
Pantai Lombang;Positif;Bagus & nyaman
Pantai Lombang;Positif;Indah dan hijau
Pantai Lombang;Netral;happy sekali
Pantai Lombang;Positif;Sejuk
Pantai Lombang;Netral;Kereeeeeeeen pasirnya
Pantai Lombang;Positif;Pasirnya bersih..
Pantai Lombang;Netral;Mantab
Pantai Lombang;Netral;Pantai pasir putih madura
Pantai Lombang;Positif;Indah
Pantai Lombang;Positif;Bagus
Pantai Lombang;Positif;Bagus
Pantai Lombang;Netral;Teduh
Pantai Lombang;Positif;Cantik
Pantai Lombang;Netral;Yang
Pantai Lombang;Netral;mantap
Pantai Lombang;Netral;Lumayan
Pantai Lombang;Positif;Puas
Pantai Lombang;Netral;Lebar
Pantai Lombang;Positif;Istimewa
Pantai Lombang;Netral;mantap
Pantai Lombang;Positif;Bagus
Pantai Lombang;Netral;Suasana santai
Pantai Lombang;Positif;Tempat yang indah. Bersih dan dikelola dengan baik.
Pantai Lombang;Netral;Menghabiskan waktu luang di Pantai Lombang
Pantai Lombang;Positif;Tempat yang bagus, dingin namun indah. Pasirnya bersih. Benar-benar merasakan laut lepas
Pantai Lombang;Netral;Phuh...ampon kobessa lachu tak lakala ka pantai kute
Pantai Lombang;Netral;Ini baik
Pantai Lombang;Positif;Bersih... dan.... tidak terlalu ramai....
Pantai Lombang;Positif;Pantai yang bagus di Pulau Madura
Pantai Lombang;Netral;Pasir putih panjang dan banyak pohon
Pantai Lombang;Netral;Ya ampun
Pantai Lombang;Netral;Anda seorang pengacau
Pantai Lombang;Netral;alami
Pantai Lombang;Positif;Itu keren
Pantai Lombang;Positif;Itu keren
Pantai Lombang;Positif;Bagus
Pantai Lombang;Netral;Oke
Pantai Lombang;Positif;Tempat yang indah
Pantai Lombang;Positif;lokasinya bagus, pantainya luassss jadi banyak spot lalu khas disini pohon cemaraa yang buanyaakkkkkkkk sehingga rindang. Disini juga disediakan kamar mandi yang bisa dikatakan cukup bersih, kantin dengan harga terjangkau, tempat bermain …
Pantai Lombang;Positif;"sangat bagus, cuma lebih ditingkatkan lagi kebersihannya..
orng disnaa ramah²,penjual mkananya,penyewaan kuda jg ramah² banget, sejuk banget dipantai lombang. samapi ketiduran hehehe"
Pantai Lombang;Netral;Aslinya bintang 3, kasih bonus 1 lagi Karna ada kenangan tak terlupakan di ini. Tiket masuk 5K per orang, parkir mobil di dalam. Naik kuda 20 per orang tapi kalau naiknya 2 orang sekaligus jadi 30. Sebenarnya banyak tempat duduk gazebo. …
Pantai Lombang;Netral;Pernah sekali datang.. sdh lama sekali.. acara lulusan SMA. Ada kengan tertinggal disana?? …
Pantai Lombang;Positif;Pantai lombang indah kalau sore
Pantai Lombang;Netral;Mantap
Pantai Lombang;Positif;"Pantainya bagus, ombaknya besar, ada wahana bermain , ada kuda bisa di sewa, banyak pendoponya
Jajanan juga banyak
Tetep jaga kebersihan ya"
Pantai Lombang;Positif;"Dari kota perjalanan sekitar 1jam an.
Jalan menuju kesana sudah bagus tidak seperti dulu banyak lubang.
Pantai luas, bersih dan banyak fasilitas umum.
Sayang waktu kesana air laut keruh."
Pantai Lombang;Negatif;"Ada hutan cemara udang, bikin sejuk, dan rindang.
Sehingga bisa tidak kepanasan saat matahari terik-teriknya, siang hari. …"
Pantai Lombang;Positif;Sebenarnya pantainya bagus, cuma kurang terawat. Dan kurangnya fasilitas umum
Pantai Lombang;Positif;Pantai yg dari dulu sudah ada setelah pantai slopeng pantai yg asri sejuk nyaman hamparan pasir putih yg mempesona dgn suara kicauan burung angin laut yg semilir ombak yg menarik pohon cemara udang yg sangat indah?????? …
Pantai Lombang;Positif;Puas banget main di pantai lombang. Pasirnya putih, pemandangannya bagus. Gak kalah sm di bali, makanannya murah dan enak juga. Tempatnya agak kotor sedikit tp masih wajar, mgkn krn masih agak sepi. Yg penting kamar mandinya udh ada yg bersih dan gak bau. Jd klo mw bilas tetap nyaman. Sayang di kamar mandinya tidak ada lampunya.
Pantai Lombang;Positif;Kondisi pantai lumayan bersih, banyak tempat untuk bersantai, namun agak kurang terawat. Terdapat sedikit area bermain anak, terdapat banyak penjual makanan dengan harga yang terjangkau. Saya saranka untuk mencoba rujak disana, karwna …
Pantai Lombang;Positif;Pantai yang sangat bagus dan rindang. Dengan cemara udang yang khas. Bak pantai di Yogyakarta. Ini destinasi wisata yang bagus di madura. Belum ada pantai di madura yg seperti pantai lombang. Besar harapan saya pemkab mengelola dengan baik …
Pantai Lombang;Positif;Pantainya cukup bersih dan pasirnya cukup lembut tuk bejemur badan
Pantai Lombang;Netral;Jauh jauh ke pantai Lombang,ternyata tutup ??????, haduch eman banget …
Pantai Lombang;Netral;Jalan masuknya tolong di perbaiki ya,,dan tempat toiletnya agak sulit cari toilet disini pas sore hari terutama
Pantai Lombang;Netral;Tempat yang cocok untuk liburan bersama keluarga.
Pantai Lombang;Positif;Pantai yg sll menawarkan keindahan alami
Pantai Lombang;Netral;"Lumayan buat istirahat
Pas di sana msh banyak yg di renovasi lagi tempatnya"
Pantai Lombang;Positif;Menuju spot pantai agak lumayan jauh dari gate masuk. Ada beberapa penjual makanan di dalam. Semoga kebersihan lingkungan sekitar pantai bisa tingkatkan lagi supaya makin banyak pengunjung.
Pantai Lombang;Positif;Lebih bersih, ada spot fotonya juga, dan yang paling disuka rindang sih, kl untuk makanan banyak yang jual
Pantai Lombang;Positif;Tempat bagus bersih ciri khasnya banyak pohon cemara
